title,published,source,summary,link,country
Harvard under attack,"Tue, 27 May 2025 13:07:03 GMT",Korea Times News,Harvard under attack,https://www.koreatimes.co.kr/opinion/20250527/harvard-under-attack?utm_source=rss,South Korea
"‘I decided to live as a dog’: Japanese man spends $16,000 to transform into a border collie","Tue, 27 May 2025 13:07:03 GMT",Korea Times News,"A man in Japan has spent 22 million won ($16,000) to fulfill his lifelong dream of becoming a dog, creating a stir with his videos of living like a canine. According to the Daily Mirror, the man — who goes by the pseudonym “Toco” — commissioned Zeppet, a Japanese company specializing in movie and commercial props, to create a hyperrealistic border collie costume over the course of 40 days. The full-body suit meticulously replicates the skeletal structure, fur flow and jaw movement of the breed. It is engineered to withstand the wearer’s movements, featuring joint resistance and weight distribution mechanisms. The costume weighs approximately 4 kilograms. Toco shares his dog-like activities on his YouTube channel, which has garnered over 73,000 subscribers. In the videos, he can be seen wearing a leash while taking walks, eating dog treats and chasing frisbees, fully embracing the life of a dog. In an interview with the Japanese media outlet Mynavi, Toco said he chose the border collie because it was “an ideal model — large, four-legged and cute.” Medical professionals ha",https://www.koreatimes.co.kr/world/20250527/i-decided-to-live-as-a-dog-japanese-man-spends-16000-to-transform-into-a-border-collie?utm_source=rss,South Korea
Far-right pastor Jeon Kwang-hoon under fire for punishing church members,"Tue, 27 May 2025 13:07:03 GMT",Korea Times News,"Controversial pastor Jeon Kwang-hoon of Sarang Jeil Church is facing backlash after video footage surfaced showing him ordering physical punishment for church members who failed to meet attendance quotas for a weekend far-right rally. Jeon also sparked outrage with vulgar remarks aimed at his congregation. On Thursday, during a gathering at Sarang Jeil Church, Jeon summoned regional church leaders to the front of the sanctuary, demanding they report how many people they had mobilized for a political rally. A video posted to his YouTube channel Jeon Kwang-hoon TV shows him shouting, “If you brought 100 percent of your assigned number, go sit down. The rest, line up — heads down, go!” At his command, about a dozen church members assumed a prone position with hands behind their backs — a posture associated with harsh military-style punishment known in Korea as “Wonsan bombing.” Berating them, Jeon yelled, “How long are you going to stay down like that? All night if you have to! Why? Because you’re the reason this country is falling apart.” The punishment only ended after pa",https://www.koreatimes.co.kr/southkorea/society/20250527/far-right-pastor-jeon-kwang-hoon-under-fire-for-punishing-church-members?utm_source=rss,South Korea
"New head coach named for men's nat'l football team for Asian Games, Olympics","Tue, 27 May 2025 13:07:03 GMT",Korea Times News,"Former Korea international Lee Min-sung was named new head coach for the under-22 men's national team Tuesday. The Korea Football Association (KFA) said Lee, 51, will be in charge of the 2026 Asian Games and, if Korea qualify, the 2028 Summer Olympics. Both tournaments are open to players 23 years old or younger, with each team allowed to carry up to three overage players. Lee earned 67 caps for Korea as a defender and represented the country at the 1998 and 2002 FIFA World Cups. Though he only scored twice in his international career, one of them made him a household name. In a World Cup qualifying match against Japan in Tokyo on Sept. 28, 1997, Lee netted the go-ahead goal in the 86th minute to lift Korea to a 2-1 victory. After his playing career ended, Lee began his coaching career in 2010, and went on to work with clubs in China and Korea. In 2018, Lee was the top assistant for the Korean U-23 men's national team that won the Asian Games gold medal in Indonesia. With Lee on the staff, Korea also won the 2020 Asian Football Confederation U-23 Championship. Lee took over as head coach o",https://www.koreatimes.co.kr/sports/20250527/new-korean-head-coach-named-for-mens-natl-football-team-for-asian-games-olympics?utm_source=rss,South Korea
Lee Jae-myung’s economic pragmatism and the dangers of illiberalism,"Tue, 27 May 2025 13:07:03 GMT",Korea Times News,"Leading presidential candidate Lee Jae-myung’s recent invocation of Park Chung-hee in economic discourse is more than a rhetorical flourish. By aligning himself with Park’s legacy of state-led development and industrialization, Lee is signaling a strategic shift toward the political center. This move suggests recognition that ideological purity has diminishing utility amid mounting economic anxieties. It also underscores the enduring resonance of Park’s mythos in the Korean political imagination, particularly among older and centrist voters who associate him with modernization, if not democratization. Lee’s pivot to moderation is evident throughout his evolving economic platform. The once-central promise of a universal basic income — a hallmark of his 2022 presidential campaign — has quietly faded into the background. Pressured by inflation, fiscal constraints and criticism from both conservatives and cautious progressives, Lee has replaced grand redistribution with more targeted welfare and industrial policies. These changes align with broader global post-pandemic priorit",https://www.koreatimes.co.kr/opinion/20250527/lee-jae-myungs-economic-pragmatism-and-the-dangers-of-illiberalism?utm_source=rss,South Korea
Last-minute wage talks under way as bus unions warn of general strike,"Tue, 27 May 2025 13:07:03 GMT",Korea Times News,"Unionized bus workers in Seoul and the three southeastern cities of Busan, Ulsan and Changwon and their management began wage negotiations Tuesday, with just a day remaining until a general strike the unionized workers have warned about if talks are unsuccessful. Bus unions in the four cities and their management counterparts entered the last-minute talks between 2 p.m. and 4 p.m., respectively, according to the Korean Automobile and Transport Workers' Federation. Both sides had reportedly failed to narrow their differences over a wage hike as of 4 p.m., heightening concerns over a potential walkout affecting bus schedules beginning with the first buses Wednesday. Without a last-minute agreement during their final talks, the strike will affect 61 of the capital's 64 intracity bus companies that run about 7,000 buses on 389 routes, causing severe inconvenience to citizens as well as commuters. Last year, the unionized workers in Seoul went on strike for the first time in 12 years since 2012 after wage negotiations broke down. Unionized bus workers have demanded an 8.2 percent hike in their",https://www.koreatimes.co.kr/southkorea/society/20250527/last-minute-wage-talks-under-way-as-bus-unions-warn-of-general-strike?utm_source=rss,South Korea
Kim Ji-won’s ‘Queen of Tears’ charm shines in airport fashion: effortless grace in shirt and jeans,"Tue, 27 May 2025 13:07:03 GMT",Korea Times News,Kim Ji-won departed for Shanghai via Gimpo International Airport on Monday afternoon for an overseas schedule. Kim is seen heading toward the departure hall. This article from Xportsnews is translated by a generative AI system and edited by The Korea Times.,https://www.koreatimes.co.kr/lifestyle/people-events/20250527/kim-ji-wons-queen-of-tears-charm-shines-in-airport-fashion-effortless-grace-in-shirt-and-jeans?utm_source=rss,South Korea
N. Korean POWs in Ukraine not included in Kyiv-Moscow prisoner swap: lawmaker,"Tue, 27 May 2025 13:07:03 GMT",Korea Times News,"North Korean soldiers currently held captive in Ukraine were not part of the recent exchange of prisoners of war between Kyiv and Moscow, a South Korean lawmaker said Tuesday. Rep. Yu Yong-weon of the People Power Party said the two soldiers, surnamed Ri and Baek, respectively, were not included in the list of soldiers exchanged between Ukraine and Russia from Friday to Sunday, citing a Ukrainian source. Earlier this month, Ukraine and Russia agreed to swap 1,000 prisoners of war each during talks in Istanbul, raising questions as to whether the two North Koreans, captured by Ukrainian forces in January, could be part of the exchange. Citing another source, Yu said they were not included in the latest exchange at Seoul's request to Kyiv, as South Korea is willing to accept them if they wish to defect to the South. Among the two, Ri has expressed his intention to come to South Korea. Yu met the two during his visit to Ukraine in February. In an audio recording released by the lawmaker, Ri expressed concern over his parents possibly being executed if he goes back to North Korea in a prison",https://www.koreatimes.co.kr/foreignaffairs/northkorea/20250527/north-korean-pows-in-ukraine-not-included-in-kyiv-moscow-prisoner-swap-south-korean-lawmaker?utm_source=rss,South Korea
BGF Retail to open 1st CU convenience store in Hawaii this year,"Tue, 27 May 2025 13:07:03 GMT",Korea Times News,"BGF Retail, the operator of CU convenience stores, said Tuesday it will open its first CU outlet in Hawaii this October as part of its global expansion strategy. The company has established a local subsidiary and signed a master franchise agreement with CU Hawaii LLC, a new entity set up by local firm WKF, it said in a press release. Under a master franchise agreement, the master franchisor grants the master franchisee the right not only to open franchise units in a specified area but also to sub-franchise them to third parties. ""At overseas outlets, the company will introduce gimbap, which is gaining popularity in the U.S. as a healthy food, and instant ramyeon cooking stations, a must-try experience for tourists in Korea,"" the release said. The world's first convenience store was launched in the United States in 1927. BGF Retail will be the first Korean retail company to enter the U.S. convenience store market, the company said. Hawaii will become the fourth overseas market for BGF Retail's convenience store business, following Mongolia, Malaysia and Kazakhstan, it said. The company curr",https://www.koreatimes.co.kr/business/companies/20250527/bgf-retail-to-open-1st-cu-convenience-store-in-hawaii-this-year?utm_source=rss,South Korea
Big firms hiring more business people as outside directors,"Tue, 27 May 2025 13:07:03 GMT",Korea Times News,"Korea's top 30 conglomerates are increasingly choosing people with a business background over former prosecutors or professors as their outside directors, industry data showed Tuesday. According to data from corporate tracker Leaders Index, 239 listed units of the country's top 30 conglomerates by assets hired 152 new outside directors in 2025, bringing the total number of board members to 876. Among the new outside directors, 39 were former high-ranking government officials, judges or prosecutors, accounting for 25.7 percent of the total. This marks a decline from last year, when former public officials accounted for 30.7 percent of the 215 new outside directors. In particular, the number of former prosecutors on the board fell sharply to three from 11 last year. The number of new outside directors with academic backgrounds also fell significantly from 68 last year to 35 this year. In contrast, the number of appointees from the business sector rose. A total of 52 business professionals, or 34.2 percent of the total, were named outside directors this year, up from 38, or 17.7 percent, a y",https://www.koreatimes.co.kr/business/companies/20250527/south-korean-big-firms-hiring-more-business-people-as-outside-directors?utm_source=rss,South Korea
N. Korea blasts US Golden Dome missile defense plan as 'space nuclear war scenario',"Tue, 27 May 2025 13:07:03 GMT",Korea Times News,"North Korea on Tuesday denounced the Donald Trump administration's plan to establish a Golden Dome missile defense system involving space-based interceptors as an attempt to pursue an outer space nuclear war scenario. The North Korean foreign ministry's Institute for American Studies issued the criticism in a memorandum dated Monday and carried by the Korean Central News Agency, a week after President Trump announced a $175 billion plan to construct the Golden Dome missile defense system before the end of his term. The plan comes as Washington seeks to counter evolving threats from North Korea, China and Russia, following Trump's January executive order to build an ""Iron Dome for America"" to address threats posed by ballistic, hypersonic and cruise missiles, and other advanced aerial attacks. North Korea described the U.S. missile defense system plan as ""a very dangerous threatening initiative"" aimed at facilitating the use of the offensive military muscle of the U.S. forces. The institute accused the United States of attempting the military subjugation of its ""satellite countries"" throu",https://www.koreatimes.co.kr/foreignaffairs/northkorea/20250527/north-korea-blasts-us-golden-dome-missile-defense-plan-as-space-nuclear-war-scenario?utm_source=rss,South Korea
"Son Heung-min makes $250,000 a week but trails league's highest-paid stars","Tue, 27 May 2025 13:07:03 GMT",Korea Times News,"The salary of Europa League champion Son Heung-min of Tottenham Hotspur has been revealed, highlighting the pay gap between top earners in the Premier League. According to British outlet The Sun on Saturday, the Premier League’s wage bill has reached a record £4 billion (7.4 trillion won). The report ranked clubs by their total wage expenditures for the 2023–24 season and identified each team’s highest-paid player. Son, the captain of Tottenham, is the club’s top earner. Tottenham’s total wage bill for the season is £222 million, ranking seventh among the 20 clubs. Son’s weekly wage is reported to be £190,000. This equates to an annual salary of £9.88 million. Son signed a four-year contract extension with Tottenham in 2021, which included a one-year option. His salary saw a significant boost following the departure of former teammate Harry Kane to Bayern Munich in the summer of 2023, making him Tottenham’s highest-paid player. Still, his wages are relatively modest compared to other Premier League stars. Manchester City, which tops the wage spending list, has a total wag",https://www.koreatimes.co.kr/sports/20250527/son-heung-mins-salary-revealed-tottenhams-top-earner-makes-250000-a-week-but-trails-epls-highest-paid-stars?utm_source=rss,South Korea
Election lacks positive agenda for future,"Tue, 27 May 2025 13:07:03 GMT",Korea Times News,"The Korean presidential election race is in its final stretch, with the main candidates focusing their campaigns on the domestic political agenda. As a result, the economic agenda is being sidelined, let alone foreign policy. The old mantra of “It’s the economy, stupid” has lost its relevance, despite alarming economic challenges. In a larger sense, this election boils down to another showdown between two polarized camps. Three years ago, former President Yoon Suk Yeol won by a very slim margin — 0.73 percent — over the liberal Democratic Party of Korea's candidate, Lee Jae-myung. Although Yoon is not running this time, his martial law fiasco continues to haunt the conservative People Power Party and its candidate, Kim Moon-soo, who is fighting the election in the shadows of the Yoon legacy. This election is being driven more by negativity than positivity. The DPK's main slogan focuses on getting rid of the Yoon legacy, while the PPP is focused on highlighting the legal troubles and other scandals plaguing Lee. These two main candidates are failing to present a vision for a be",https://www.koreatimes.co.kr/opinion/20250527/koreas-presidential-election-key-agendas-absent?utm_source=rss,South Korea
"The rise of ‘one actor, two roles’ in K-dramas: IU, Park Bo-young and Yook Sung-jae showcase versatility","Tue, 27 May 2025 13:07:03 GMT",Korea Times News,"Actors who have successfully taken on the challenge of playing two roles in a single production are captivating viewers across Korea. On Saturday, the tvN weekend drama “Our Unwritten Seoul” kicked off its run, recording a solid 5 percent viewership rating by its second episode, signaling strong momentum. Park Bo-young, in her first-ever dual-role performance, portrays twin sisters Yoo Mi-ji and Yoo Mi-rae. Her bold transformation with platinum blonde hair has also garnered attention. Park’s nuanced acting seamlessly switches between the two characters, showcasing her veteran skills. By embodying sisters living starkly different lives, she enhances the drama’s emotional depth. Meanwhile, IU impressed audiences in Netflix’s hit drama “When Life Gives You Tangerines."" In the show, she plays both the younger version of Ae-sun and her daughter Geum-myeong, delivering a versatile performance. The show sparked widespread buzz both in Korea and abroad, inspiring numerous parodies. As Ae-sun, IU shared on-screen chemistry with Park Bo-gum as her husband, while her portrayal of Geum",https://www.koreatimes.co.kr/entertainment/shows-dramas/20250527/the-rise-of-one-actor-two-roles-in-k-dramas-iu-park-bo-young-and-yook-sung-jae-showcase-versatility?utm_source=rss,South Korea
Presidential candidates set to square off in final TV debate,"Tue, 27 May 2025 13:07:03 GMT",Korea Times News,"Four presidential candidates were set to square off over diplomacy and political reform Tuesday in their final televised debate, with the election just a week away. The debate, hosted by the National Election Commission, will begin at 8 p.m. and cover key topics, such as political polarization, constitutional reform, and foreign and security policy. As the election campaign entered its final week, recent polls show that Democratic Party of Korea (DPK) candidate Lee Jae-myung led the race, but the gap between Lee and People Power Party (PPP) candidate Kim Moon-soo had narrowed this week. Lee Jun-seok of the minor Reform Party (RP), who recently reached double-digit support in public opinion polls, has ruled out merging his candidacy with Kim, despite ongoing speculation. The three candidates and Kwon Young-kook of the minor Korean Democratic Labor Party will present their views on how to address political polarization and outline their key policy pledges during the debate. As the front-runner, the DPK's Lee is expected to focus on defending his reform proposals, which includes limiting pre",https://www.koreatimes.co.kr/southkorea/politics/20250527/south-korean-presidential-candidates-set-to-square-off-in-final-tv-debate?utm_source=rss,South Korea
KEPCO to invest $53.1 bil. by 2038 to expand power supply infrastructure for advanced industries,"Tue, 27 May 2025 13:07:03 GMT",Korea Times News,"The state-run Korea Electric Power Corp. (KEPCO) said Tuesday it will spend an estimated 72.8 trillion won ($53.1 billion) by 2038 to expand the power supply infrastructure for the semiconductor and other key industries, and improve the country's electric power transmission system. Under the plan, KEPCO will build a substation at an envisioned industrial cluster in Yongin, about 40 kilometers south of Seoul, to supply massive power of 10 gigawatts or more to companies in the area, according to officials. The Yongin semiconductor cluster aims to serve as a key production hub for artificial intelligence (AI) memory chips and other semiconductor products, housing manufacturing facilities of major semiconductor companies, such as Samsung Electronics and SK hynix. The first semiconductor fab in the industrial park is expected to start operations in 2030. KEPCO also plans to establish routes for the advanced high-voltage direct current (HVDC) system connecting the southwestern region and the greater Seoul area as part of efforts to improve the efficiency of the country's power management. The",https://www.koreatimes.co.kr/business/tech-science/20250527/kepco-to-invest-531-billion-by-2038-to-expand-power-supply-infrastructure-for-advanced-industries?utm_source=rss,South Korea
Chagall's color-drenched dreamscape returns to Korea in blockbuster show,"Tue, 27 May 2025 13:07:03 GMT",Korea Times News,"“I paint, perhaps, because it takes the place of the words I lack,” wrote Marc Chagall (1887-1985) in 1957, in a letter to French critic Jean Paulhan — a quiet revelation from one of the titans of modern art. The Russian-born French artist’s signature sense of childlike fantasy, rendered in a palette of ripe, saturated colors, has cast its spell across borders for a century. His romantic vista unfurls like a reverie half-remembered: a blotchy medley of embracing couples, blooming bouquets, donkeys, roosters, fiddlers, winged apparitions, fish, mermaids, nymphs, as well as recurring echoes of folklore and Jewish symbolism. Suspended in a gravity-free dreamscape, these motifs rarely appear in their natural hues. Instead, they coalesce in an organically surreal rhythm — artificial in tone, yet inexplicably harmonious. “When Matisse dies,” Picasso once said, “Chagall will be the only painter left who understands what color really is.” Korea has been no exception in its enduring fascination with the modern master, as evidenced by the number of retrospectives and exhibitions h",https://www.koreatimes.co.kr/lifestyle/arts-theater/20250527/marc-chagalls-color-drenched-dreamscape-returns-to-korea-in-blockbuster-show?utm_source=rss,South Korea
"T'way, Jeju Air, Korean Air fined over aviation maintenance violations","Tue, 27 May 2025 13:07:03 GMT",Korea Times News,"T'way Air, Jeju Air and Korean Air have been fined a combined 3.54 billion won ($2.6 million) for violating aviation maintenance rules, the transport ministry said Tuesday. T'way Air received the heaviest fine of 2.6 billion won for failing to follow maintenance manuals, including skipping hydraulic fluid tests. The airline also altered maintenance records and ignored inspection intervals set by Boeing for three B737-800 units. Jeju Air was fined 800 million won for overdue maintenance checks and failing to follow proper engine troubleshooting steps for two B737-800 units. Korean Air was fined 133 million won for improper maintenance flap systems on A330-300 models, with two engineers suspended for 15 days each. ""To ensure airlines do not neglect investments in aviation safety, we will continue to strengthen oversight across all aspects of maintenance and operations,"" a ministry official said.",https://www.koreatimes.co.kr/business/companies/20250527/tway-jeju-air-korean-air-fined-over-aviation-maintenance-violations?utm_source=rss,South Korea
Social media’s quiet revolution in Korean campaigning,"Tue, 27 May 2025 13:07:03 GMT",Korea Times News,"Korea's presidential candidates have launched online platforms and engaged in short-form video content to woo young, digital-savvy voters. In a nation grappling with deep economic and social divides, the move toward digital campaigning has become a strategic necessity. Online platforms — especially those centered on short-form video — have emerged as critical battlegrounds for engaging young voters, whose growing detachment from traditional politics has made their support more pivotal than ever. The way candidates use these digital tools reveals much about the shifting dynamics of political power in Korea The liberal Democratic Party of Korea (DPK) unveiled a website named “Jae-myung Eottae,” (meaning ""How about Jae-myung"" in Korean) offering videos and other digital content related to candidate Lee Jae-myung and his campaign pledges. The name is a nod to Yeogi Eottae, a popular Korean travel booking platform whose name translates to “How about here?” For many Koreans, it instantly brings to mind the company’s catchy jingle — a memorable advertising tune that has racked",https://www.koreatimes.co.kr/southkorea/politics/20250527/social-medias-quiet-revolution-in-korean-campaigning?utm_source=rss,South Korea
