title,published,source,summary,link,country
Beef drives food inflation to highest in a year,"Tue, 27 May 2025 11:42:20 GMT",BBC News,The British Retail Consortium says the annual rate of food price rises hit 2.8% in May.,https://www.bbc.com/news/articles/ckg41n37990o,UK
Tommy Robinson released after seven months in jail,"Tue, 27 May 2025 09:57:27 GMT",BBC News,"The 42-year-old, whose real name is Stephen Yaxley-Lennon, is freed after his sentence was reduced.",https://www.bbc.com/news/articles/c9q0147e4yxo,UK
Adidas says customer data stolen in cyber attack,"Tue, 27 May 2025 12:21:31 GMT",BBC News,"The sportswear giant says criminals accessed its systems through a ""third-party customer service provider.""",https://www.bbc.com/news/articles/c071m82v80po,UK
Just Stop Oil protesters who planned Manchester airport disruption jailed,"Tue, 27 May 2025 12:40:01 GMT",BBC News,The four Just Stop Oil protesters were planning to glue themselves to the airport taxiway last August.,https://www.bbc.com/news/articles/cewd4g0nvx5o,UK
'My husband shouldn't have died from a heart attack at 48',"Tue, 27 May 2025 05:27:29 GMT",BBC News,Widows of two men who died from undiagnosed heart conditions call for more routine screening.,https://www.bbc.com/news/articles/cq5435q493do,UK
New Zealand teen dies in viral rugby-style tackle game,"Tue, 27 May 2025 09:35:54 GMT",BBC News,"He was critically injured in a game of ""run it straight"", which has become a social media trend.",https://www.bbc.com/news/articles/cx2q043q8z2o,UK
North Korea says US 'Golden Dome' risks 'space nuclear war',"Tue, 27 May 2025 08:13:58 GMT",BBC News,"Pyongyang says Washington's plan to counter aerial threats is ""the height of self-righteousness"".",https://www.bbc.com/news/articles/cd0l4e0rnr1o,UK
BBC News app,"Wed, 30 Apr 2025 14:04:28 GMT",BBC News,"Top stories, breaking news, live reporting, and follow news topics that match your interests",https://www.bbc.co.uk/news/10628994,UK
Why did Trump ambush the South African president?,"Thu, 22 May 2025 17:26:00 GMT",BBC News,Cyril Ramaphosa kept his cool despite the onslaught,https://www.bbc.co.uk/sounds/play/m002cf4v,UK
Newscast,"Mon, 26 May 2025 11:37:00 GMT",BBC News,"Live from Hay Festival with Marcus Brigstocke, Anne Applebaum and David Spiegelhalter.",https://www.bbc.co.uk/sounds/play/p0ldk427,UK
She made keeping cool and fought off-field battles - so why is Earps retiring now?,"Tue, 27 May 2025 12:56:03 GMT",BBC News,Few international retirements have shocked women's football in the way Mary Earps' decision did.,https://www.bbc.com/sport/football/articles/cwyw7gkx8ygo,UK
England and Leicester prop Cole to retire,"Tue, 27 May 2025 12:08:58 GMT",BBC News,Veteran England and Leicester Tigers prop Dan Cole is to retire at the end of the season.,https://www.bbc.com/sport/rugby-union/articles/clyr1qpn882o,UK
Lions consider golden point extra time proposal,"Tue, 27 May 2025 11:28:54 GMT",BBC News,The British and Irish Lions board is considering a proposal for golden point extra time if a deciding third Test this summer against Australia finishes in a draw.,https://www.bbc.com/sport/rugby-union/articles/cd90k2801zxo,UK
What we know about the Liverpool parade incident,"Tue, 27 May 2025 07:36:56 GMT",BBC News,A 53-year-old white British man has been arrested after dozens of people were hit by a car.,https://www.bbc.com/news/articles/ce8209lzzp4o,UK
How Schmid screengrab reignited putter debate,"Tue, 27 May 2025 11:27:25 GMT",BBC News,"Matti Schmid achieved his best ever PGA Tour finish on Sunday, but his putting technique is facing increasing scrutiny.",https://www.bbc.com/sport/golf/articles/ceqg2py1839o,UK
